"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV14027","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV14028","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14029","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV14030","Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA
"ASV14031","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV14032","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV14033","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14034","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ASV14035","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV14036","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"ASV14037","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV14038","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV14039","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"ASV14040","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV14041","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV14042","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV14043","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13"
"ASV14044","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV14045","Bacteria","Bacteroidota","Ignavibacteria","SJA-28",NA,NA
"ASV14046","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA
"ASV14047","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV14048","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV14049","Bacteria","Actinobacteriota","Coriobacteriia","OPB41",NA,NA
"ASV14050","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV14051","Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Lenti-02",NA
"ASV14052","Bacteria","Acidobacteriota","Subgroup 25",NA,NA,NA
"ASV14053","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV14054","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA
"ASV14055","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14056","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207"
"ASV14057","Bacteria","Planctomycetota","vadinHA49",NA,NA,NA
"ASV14058","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter"
"ASV14059","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"ASV14060","Bacteria","Actinobacteriota","Coriobacteriia","OPB41",NA,NA
"ASV14061","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"ASV14062","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",NA
"ASV14063","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14064","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14065","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV14066","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Chloronema"
"ASV14067","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14068","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales",NA,NA
"ASV14069","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasegetibacter"
"ASV14070","Bacteria","Desulfobacterota",NA,NA,NA,NA
"ASV14071","Bacteria","Acidobacteriota","Acidobacteriae",NA,NA,NA
"ASV14072","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV14073","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA
"ASV14074","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV14075","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV14076","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV14077","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Oikopleura"
"ASV14078","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV14079","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"ASV14080","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV14081","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV14082","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV14083","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV14084","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV14085","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14086","Bacteria",NA,NA,NA,NA,NA
"ASV14087","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14088","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA
"ASV14089","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV14090","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV14091","Bacteria","Dependentiae","Babeliae","Babeliales",NA,NA
"ASV14092","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV14093","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14094","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV14095","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV14096","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"ASV14097","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14098","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"ASV14099","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV14100","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"ASV14101","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV14102","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV14103","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14104","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","MA-28-I98C",NA
"ASV14105","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV14106","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV14107","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV14108","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade"
"ASV14109","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"ASV14110","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14111","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14112","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV14113","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV14114","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"ASV14115","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14116","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV14117","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA
"ASV14118","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV14119","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV14120","Bacteria",NA,NA,NA,NA,NA
"ASV14121","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14122","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA
"ASV14123","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV14124","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Acidaminobacteraceae","Acidaminobacter"
"ASV14125","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA
"ASV14126","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV14127","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","[Agitococcus] lubricus group"
"ASV14128","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Giesbergeria"
"ASV14129","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14130","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales",NA,NA
"ASV14131","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales",NA,NA
"ASV14132","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV14133","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV14134","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV14135","Bacteria","Chloroflexi","OLB14",NA,NA,NA
"ASV14136","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV14137","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV14138","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14139","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV14140","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"ASV14141","Bacteria",NA,NA,NA,NA,NA
"ASV14142","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV14143","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14144","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"ASV14145","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"ASV14146","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"ASV14147","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV14148","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV14149","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA
"ASV14150","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14151","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV14152","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV14153","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV14154","Bacteria","Actinobacteriota","Coriobacteriia","OPB41",NA,NA
"ASV14155","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales",NA,NA
"ASV14156","Bacteria",NA,NA,NA,NA,NA
"ASV14157","Bacteria",NA,NA,NA,NA,NA
"ASV14158","Bacteria","Firmicutes",NA,NA,NA,NA
"ASV14159","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV14160","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"ASV14161","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV14162","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"ASV14163","Bacteria","Planctomycetota",NA,NA,NA,NA
"ASV14164","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ASV14165","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae",NA
"ASV14166","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14167","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV14168","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae",NA
"ASV14169","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV14170","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV14171","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea"
"ASV14172","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV14173","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV14174","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA
"ASV14175","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV14176","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"ASV14177","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA
"ASV14178","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV14179","Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA
"ASV14180","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"ASV14181","Bacteria",NA,NA,NA,NA,NA
"ASV14182","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA
"ASV14183","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13"
"ASV14184","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"ASV14185","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14186","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14187","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales",NA,NA
"ASV14188","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"ASV14189","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV14190","Bacteria","Acidobacteriota","Subgroup 11",NA,NA,NA
"ASV14191","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14192","Bacteria","Actinobacteriota","Actinobacteria","FFCH16263",NA,NA
"ASV14193","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV14194","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"ASV14195","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5",NA
"ASV14196","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium"
"ASV14197","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales",NA,NA
"ASV14198","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14199","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV14200","Bacteria",NA,NA,NA,NA,NA
"ASV14201","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"ASV14202","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV14203","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV14204","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales",NA,NA
"ASV14205","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"ASV14206","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"ASV14207","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV14208","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14209","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV14210","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV14211","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"ASV14212","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV14213","Bacteria","NB1-j",NA,NA,NA,NA
"ASV14214","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"ASV14215","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV14216","Bacteria","Acidobacteriota","Blastocatellia","11-24",NA,NA
"ASV14217","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"ASV14218","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"ASV14219","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV14220","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax"
"ASV14221","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV14222","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV14223","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14224","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera"
"ASV14225","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV14226","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV14227","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV14228","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV14229","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14230","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planotetraspora"
"ASV14231","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV14232","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV14233","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Parvibium"
"ASV14234","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV14235","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales",NA,NA
"ASV14236","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV14237","Bacteria","Spirochaetota","MVP-15",NA,NA,NA
"ASV14238","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV14239","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14240","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV14241","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV14242","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV14243","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA
"ASV14244","Bacteria","Patescibacteria","CPR2",NA,NA,NA
"ASV14245","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV14246","Bacteria","Spirochaetota","V2072-189E03",NA,NA,NA
"ASV14247","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV14248","Bacteria","Bacteroidota","Bacteroidia","SM1A07",NA,NA
"ASV14249","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV14250","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA
"ASV14251","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV14252","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13"
"ASV14253","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV14254","Bacteria","Planctomycetota",NA,NA,NA,NA
"ASV14255","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"ASV14256","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV14257","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14258","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV14259","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae",NA
"ASV14260","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
